1;72; 0.0032341480255126953; absolute;2;
2;114; 0.005789041519165039; absolute;2;
3;265; 0.013925790786743164; absolute;2;
4;563; 0.03150796890258789; absolute;2;
5;1177; 0.06552910804748535; absolute;2;
6;1370; 0.08538222312927246; absolute;2;
7;2038; 0.1355431079864502; absolute;2;
8;1046; 0.07899117469787598; absolute;2;
9;1579; 0.12169504165649414; absolute;2;
10;1484; 0.12770795822143555; absolute;2;
11;1324; 0.12369585037231445; absolute;2;
12;1263; 0.11936187744140625; absolute;2;
13;969; 0.10389208793640137; absolute;2;
14;916; 0.0977637767791748; absolute;2;
15;1179; 0.12546777725219727; absolute;2;
16;1546; 0.16111993789672852; absolute;2;
17;810; 0.09718084335327148; absolute;2;
18;1116; 0.1381368637084961; absolute;2;
19;1352; 0.18816304206848145; absolute;2;
20;1214; 0.17306971549987793; absolute;2;
21;1043; 0.13051605224609375; absolute;2;
22;1217; 0.15481209754943848; absolute;2;
23;477; 0.06437087059020996; absolute;2;
24;456; 0.06142020225524902; absolute;2;
25;429; 0.05725884437561035; absolute;2;
26;261; 0.037156105041503906; absolute;2;
27;141; 0.0225679874420166; absolute;2;
28;58; 0.011709928512573242; absolute;2;
29;48; 0.011487960815429688; absolute;2;
30;6; 0.0028388500213623047; absolute;2;
